airline_sentiment,airline_sentiment_confidence,airline,text,id,label
positive,0.6883,American,['americanair btw you guy should consider making a lounge at austin intl. airdrome! very populate flightd area! will help the company for sure'],24992,2
negative,1.0,Southwest,southwestair lost kay chapman designs art-luggage for important show. won't help locate it. terrible customer service.,5333,0
negative,0.6774,US Airways,usairways look at that. the flight i have been trying to book for 3 days is gone. i guess someone got through. thanks! keep up the failing,10535,0
positive,0.7153,Delta,['jetblue atomic number 2 loved the lifelike beefjerky collation'],26686,2
positive,0.6947,Delta,['jetblue single will seek that. thanks! if all else fails i will just do the old fashioned method tomorrow sunrise.'],26901,2
negative,0.6957,US Airways,usairways she just did but really how drunk does someone have to be before you stop serving them,11571,0
neutral,1.0,United,['united iamtedking click lounges tab. need to be fly on brook s a airline business'],18297,1
negative,1.0,Delta,jetblue fail my wife on the phone asking to switch flight times. in mid switch gets disconnected. now cancelled flightled! no new time! no call back,8765,0
positive,0.6522,United,"[""united look like atomic number 53 ' m settled in to where i ' thousand go. thx.""]",21178,2
neutral,0.66,Southwest,"['southwestair sum up direct flights from columbus to oakland, bostonlogan via dispatchalerts']",18919,1
neutral,1.0,Southwest,['southwestair just sent you a dm with the details.'],16023,1
neutral,0.3363,Delta,['jetblue oh. makes signified. my uncollectible.'],19536,1
neutral,0.6837,United,united i want a plane dad,4040,1
negative,1.0,American,americanair the last was 2339 dfw to ord. not weather relate flightd... austin leg delayed as well,12505,0
neutral,0.7047,United,"[""joined same flight number different escape. single ' m heading to mpls""]",18108,1
negative,1.0,United,united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor,2315,0
neutral,0.6762,US Airways,"usairways if there are empty first class seats on my flight at check in, why wouldn't i be automatically upgraded?",11517,1
neutral,0.6695,US Airways,usairways no i need the corporate office number please as that is who is dealing with this for me. it's a 480 number.,9897,1
neutral,0.6637,Delta,['jetblue when be you guys doing a dualcam with redreserve?'],16434,1
neutral,1.0,US Airways,['usairways almost dwelling house. .. east coast freeze head to phl connect avp tgif'],20093,1
positive,1.0,Delta,"['jetblue preparation on it! btw, excellent serving and crew from dca through sju into sxm! !! !!']",26878,2
negative,1.0,US Airways,"usairways even if i was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me.",9336,0
neutral,0.6685,American,americanair yes....twice...for two different flights and occasions,12560,1
positive,1.0,Delta,"eatgregeat wow thx for thinking of us, greg! heard sobewff was amazing! we've heard the same about jetblue ps thx for the info teamnkh",6799,2
positive,1.0,US Airways,"usairways you are the best airways!!!!!!!!!! follow me back, please",11678,2
positive,1.0,Southwest,"southwestair allows you to change a flight once for no fee, yay! i will always book flights with them. americanair changes you 200",6230,2
positive,1.0,US Airways,['usairways that would follow lovely! you own great masses working in your organization.'],24847,2
positive,1.0,Southwest,"[""southwestair is my preferent airline! i buns ' t wait to good book my flight to new siege of orleans for my stumble in april!!""]",26079,2
negative,1.0,US Airways,usairways and how do you only have 1 agent at phx customer service desk when an hour ago the line was over 100 people long?,9624,0
negative,1.0,United,united is the worst airline. lost my luggage delayed my flights and has been very unaccomidating,3627,0
negative,1.0,American,"americanair i tried, extremely rude. even the supervisor. and when i asked to speak to his supervisor i was told no",12406,0
negative,1.0,Delta,jetblue i hope so. wanted an early flight to avoid the airport chaos but it's too late flight for that!,8119,0
neutral,1.0,Delta,"[""jetblue ' s chief executive officer battles to appease passenger and fence in street - waterbury republican american""]",16439,1
positive,1.0,Delta,"jetblue for the record, that was less than a 10-minute turnaround time for the answer from the question. jetblue rocks!",7400,2
neutral,0.7068,American,americanair bet these birds wish they'd flown south for the winter... lol,12118,1
neutral,0.6457,US Airways,['usairways i have received two reservation check - ins for two dissimilar flights for my one flight tomorrow sunup. require assistance asap'],19994,1
positive,1.0,US Airways,usairways big thanks to yvonne anthony from the chairman's desk. top tier customer service today. outstanding service amp support.,10896,2
positive,0.6541,American,americanair it was 1265 coming and next catching 2396 home to dca. let's get another great leg too tonight!,14023,2
negative,1.0,US Airways,usairways so the seat next to me 19b on flight 1943 to seattle has a tray table that is falling off...,11492,0
neutral,1.0,Delta,['jetblue i would go to italy to visit my relative and check the firm my dad lead when he passed.'],16636,1
negative,1.0,United,united flight 5903 stranded on tarmac in chicago. no gates available?! plane getting very hot and uncomfortable.,1831,0
neutral,1.0,US Airways,['usairways how can i change without penalty and non receive to squall client service'],20242,1
neutral,0.6748,Delta,"[""oh wow. sm jetblue our fleet ' s on fleek.""]",19263,1
negative,1.0,United,united eventually. you should approach bags like alaskaair they get it.,4087,0
positive,0.689,Delta,"[""jetblue on that point ' mho just so many choices for y ' all confederacy of the border and i know not every airline be adequate - down in the mouth price! best value.""]",26782,2
neutral,1.0,Delta,['jetblue jetblue sofly wish firststari seetonight'],16628,1
negative,1.0,United,"united the ones who suffer. i understand delays, i don't understand trying speed up a process that has been delays to this extent.",1073,0
positive,0.701,United,['joined boeing 777 star alliance short finals heathrowairport 27l on an awesome winters morning 777 avgeek'],25782,2
positive,0.3421,US Airways,"['usairways i wasnt flying your airline tonight, notwithstanding a friend was and ace was present for her help. i fly united and they could learn.']",22390,2
negative,1.0,US Airways,usairways please respond to me. i've been on hold on the reservations line for an hour and 45 minutes. i would really appreciate it.,10387,0
negative,1.0,United,united lied to my face at the gate about upgrades. thanks. badservice unitedsucks,1707,0
positive,0.6709,Southwest,southwestair sign me up!,4884,2
positive,1.0,Delta,"[""that would be great! one never thought i ' d be the variety who ' ergocalciferol constitute into them, just information technology rattling make the flying experience more bearable jetblue""]",24394,2
positive,0.6458,United,"united well played, lo.",2910,2
positive,0.6584,US Airways,"[""usairways thx 4 replying. after trying two get thru many times, adenosine monophosphate v - mail service oregon the great unwashed hanging improving on, u we talked 2 tech. .. cont ' d""]",27182,2
positive,1.0,Delta,jetblue okay. the new screens are laptop-large amp real nice amp the wifi is appreciated. thanks god for this tiny lil man in the middle seat.,8558,2
negative,1.0,US Airways,usairways my friends at kphl were told by your rep if it were me i woulda just gone home this am and tried again tomorrow. 1 2,9922,0
positive,1.0,United,['unite so far indeed good. just stepped down in denver. succeeding stop portland!'],25725,2
positive,1.0,United,united i am impressed with your super-fast reply to cgjase,1341,2
negative,1.0,Virgin America,. virginamerica does that mean you don't have a policy for destroyed luggage?,150,0
negative,1.0,American,"americanair hey, aa! there was a mistake made by your cr on my flight booking problems. when i call your reservations , i keep getting hung up on. advise.",12708,0
positive,1.0,Delta,['jetblue do it traveling with jetblue. cant delay to pass away to paris oui oui! !! nyc was awesomeee!'],22266,2
negative,1.0,US Airways,"usairways now on hold for an hour. so frustrating, i suspect you have more operators come in on days like this w inclement weather?",10663,0
positive,1.0,United,"united wasn't frustrating! well, not in any way relate flightd to y'all, anyway. impressed that i made it.",2476,2
positive,1.0,American,['americanair thanks for the update'],27279,2
positive,0.6556,US Airways,. usairways thanks!,11405,2
neutral,0.6579,American,americanair oh they seem to have reappeared now lol,12169,1
positive,1.0,American,['americanair praise to the crew of flt 167 today. specially to carlton. bed your fresh 767 - 300. keep improving the good study aa!'],25058,2
neutral,0.6969,United,"['united hullo, booked a flight yesterday and pick up an email w ratification number but today i got this error no alive flying section']",18308,1
neutral,1.0,Southwest,southwestair are there any flights from msp to hrl in march? i'm looking at 3 19-3 23,5950,1
positive,1.0,American,['americanair americanview new paint scheme look great! usairways'],25142,2
neutral,0.6278,American,['americanair any estimate why flight 5392 from hsv to dfw tomorrow delete flightled about 45 minutes ago?'],17338,1
neutral,1.0,US Airways,['usairways buns i get an update on flight 680 to dca?'],16962,1
positive,1.0,American,americanair would also like say kind move on adding the points !,13389,2
neutral,1.0,Delta,['jetblue affirmation on lufthansa incentive crack - stockhouse'],19748,1
negative,1.0,American,americanair instead they yelled at him and told him to call a number that will not pick up due to call volume,12809,0
positive,0.6832,United,"['joined aw, thanks for the kind word. totally makes these extra 6 hour posture in an airport soooo very much well.']",20999,2
positive,1.0,US Airways,['usairways thanks.'],24822,2
positive,0.3356,Southwest,['southwestair de - icing is authoritative!'],23999,2
neutral,0.6854,United,['joined i was on ua1069 today and pass on my shades in seat 26f. please serve me get them backward! unitedairlines'],14996,1
negative,1.0,US Airways,usairways americanair our honeymoon was delayed a day because a gas cap was not screwed on! flight 1801- so frustrating!,9073,0
positive,1.0,American,"['americanair tpa - ord! !! aa1679 another successful journeying, thanks for the cordial reception!']",25008,2
positive,1.0,American,['americanair in my hotel directly. thank you!'],22801,2
neutral,0.6601,United,"[""united how are conditions in bos today? i ' m in ua994. everything appears to be in sentence just i want to agree.""]",18021,1
negative,0.6764,American,americanair do you have the phone number of a supervisor i can speak to regarding my travels today,13581,0
negative,1.0,American,"americanair sjc- gt lax. after the fourth time, i gave up!",13158,0
positive,1.0,United,"['united both flights pass away great and improved my persuasion of your airway, cheerfulness! flight attendents on ua1022 deserve a raise']",23284,2
positive,1.0,US Airways,usairways yes thank you. appreciate u checking...,10759,2
neutral,1.0,American,americanair about when can i see a new american airlines credit card to replace my usairways dividend mastercard?,12853,1
positive,0.7009,American,['americanair just stick with you.'],27332,2
positive,1.0,Delta,"[""jetblue even though this flight 226 didn ' t take much ask spicy potable 4 u.s.a. empire state - ers, the landing was super smooth happytweet""]",24329,2
neutral,0.6545,Southwest,southwestair i would but you need to follow me first -,6172,1
negative,0.6336,Southwest,southwestair i think i'm shot. can't find a flight that arrives before business san on thu. really want to go too.,6595,0
negative,1.0,United,"united keeps delaying my flight, horrible customer service",3311,0
negative,1.0,American,americanair 2hr and 20 min delayed...still waiting...you need to do something to improve...,12538,0
neutral,1.0,Delta,"[""jetblue its domesticated 1 just want more than of an idea hence i put on ' t get surprised.""]",19189,1
negative,0.6563,US Airways,usairways not best pleased with service so far. on our third gate and still no guarantee that it's the correct one,10394,0
negative,1.0,Delta,i hate you all. rt jetblue our fleet's on fleek.,7033,0
positive,1.0,Virgin America,virginamerica i luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? i'm not a caffeine drinker,420,2
negative,0.6633,United,united staralliance now do the right thing and reinstate the tickets you voided unitedfail,3608,0
neutral,0.6745,US Airways,['usairways i was supposed to cost on flying 1861 from charlotte to rdu 8 20pm yesterday. live the same flight schedule for divergence tonight?'],20233,1
negative,1.0,US Airways,usairways you're killing me sche a flight to board 3 min after mine arrived with gate on other side of airport genious,10450,0
neutral,0.6821,United,thanks united. imran_r44 had a question about the wait time for baggage on ua6366,1034,1
positive,1.0,Delta,jetblue beatriz and susan. gate 4 mco.,8615,2
neutral,0.6833,American,"[""americanair thanks. bummer. poor planning on my part. i seize the plug in in passbook gain ' thyroxine body of work either?""]",17527,1
neutral,1.0,United,united it can't be delivered. it has to be held there for me to cross the border to pick up. please don't try to deliver.,2011,1
positive,1.0,United,['united thank you for your offer! all sorted come out -'],20989,2
neutral,0.6549,Southwest,southwestair especially if it's your mom! ichangedyourdiaper,4831,1
positive,1.0,United,['united is elp friendly. flyerfriendly united emb145 elpaso'],20928,2
positive,1.0,United,united 1632 was phenomenal frm gate sea to gate iad,2397,2
positive,1.0,US Airways,"[""usairways glad to cost home base and that your keen people take me place safely. sad for others who didn ' t get back bc of scheduling problems.""]",22523,2
negative,1.0,United,united checking to see why flight 3466 atl-ord got cancelled flighted?,682,0
neutral,1.0,United,"united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. it was a little startling at first.",1865,1
neutral,0.3505,Delta,['jetblue lol the fleet on fleek. .. 1 see yall ballin. .. unexampled jets on pack of cards..'],19303,1
positive,1.0,United,['united riposte agents at rdu deserve a laurel wreath. thankyou'],25436,2
neutral,1.0,Virgin America,['virginamerica adds pillow instead of lie - level seats in beginning class branch race'],14606,1
positive,1.0,American,"['thank you. americanair jlhalldc customer coitus testament review your concerns and contact you backward directly, john lackland.']",22879,2
positive,1.0,Delta,['jetblue flight of steps book problems trajectory for a dc visit for easter weekend start difficult only ended easily with you guys! bountiful fan here.'],24535,2
neutral,0.6905,Southwest,['southwestair delight reply to my dm'],18879,1
neutral,1.0,Virgin America,['virginamerica missed my flight. how exercise standby piece of work?'],17713,1
negative,0.6752,American,"americanair i was flying today to mty mex at 9 30am but still appear cancelled flight, where can i talk for another flight?",13117,0
negative,1.0,US Airways,usairways does anyone from your airline know how to do their job?,9655,0
positive,0.6998,Southwest,"[""southwestair bumped me to preboard on both flight because atomic number 53 ' g fat? any the reason, thanks!""]",23546,2
positive,1.0,Southwest,['southwestair awing. thanks! you guys rock candy!'],23613,2
neutral,1.0,American,americanair what happens when you combine top chef amp the beauty of san miguel de allende. my late flightst food blog.,12031,1
negative,0.6498,US Airways,"usairways right, can you use a shuttle ticket from lga to bos for any shuttle flight? probably gonna miss the 4pm.",10783,0
positive,0.6742,Southwest,['southwestair that guy was the flight attendant on my utmost flight helium was uproarious!'],26134,2
positive,1.0,United,['joined life goal consummate'],20881,2
neutral,0.6849,American,"['americanair, checker dm please!']",17468,1
neutral,0.6436,Virgin America,virginamerica ladygaga carrieunderwood all were entertaining,49,1
neutral,1.0,American,"[""americanair that ' s what is on my ticket and my check email. anything else?""]",17290,1
negative,1.0,US Airways,usairways sat on the ramp for 45 min and missed my connection. no one seems to concerned at usairways.,9229,0
neutral,1.0,American,americanair 901 miami to rio to participate at rcm_oficial representing cisnerosmedia yourstoryhere,13981,1
neutral,0.6793,United,['united fail set up to song. joined breaks guitars lt lmao!'],18388,1
neutral,0.6707,American,americanair i'm going to speak with customer service at the airport tomorrow morning and see what my options are. i need a flight tomorrow,13661,1
positive,0.6578,Delta,['jetblue longing to expect into the blue eyes. firstlove'],21774,2
negative,1.0,United,united it's boarding time for ua3882 but no crewe,1870,0
positive,1.0,Southwest,southwestair yes! i did and the bags came straight to my hotel. thank you ...you guys rock!,6252,2
negative,0.6915,US Airways,usairways everyone is sorry. don't have what i need for meeting tomorrow. 140 charac. isn't nearly enough to highlight your shortcomings,9171,0
negative,1.0,American,americanair arrived in lax from ord flight aa1657 no luggage,14123,0
negative,1.0,US Airways,"usairways weather doesn't excuse poor customer service, lack of info from staff or the fact staff haven't turned up",10358,0
neutral,1.0,Delta,['jetblue flight 1447 n351jb jblu arrives at flytpa follow flight from westchester county airport'],16095,1
neutral,1.0,Southwest,southwestair i have been on hold for over 28 minutes please help,4336,1
positive,0.6632,United,"[""united secret super acid would own been coolheaded! doh does not work. i ' ll try again""]",23049,2
neutral,0.6545,American,"[""americanair iodin ' ve been trying to change frm aa 2401 to lax at 6 50am monday morning then aa 2586 from lax to fat to flight aa 1359? helpaa""]",17596,1
positive,1.0,Southwest,southwestair well plane arrived pretty much on time and it's 68 degrees on the ground in texas. not much to complain about.,5459,2
positive,1.0,Southwest,['southwestair thanks lindsey amp the southwest twitter squad for dandy service amp a rapid resolution luvagent swa'],26128,2
positive,0.6808,Delta,"[""jetblue our fleet ' s on fleek. alynewton modern fav air hose""]",26498,2
positive,0.6791,Southwest,"[""southwestair luved the sjc gate 23 agent this be who boarded flight 372 to dal. didn ' t induce his name. he represents your brand thence good.""]",23767,2
positive,1.0,Southwest,['southwestair i really have it away your customer service lou ann in phx rocks. thanks sw. be ourguest'],21234,2
negative,0.6796,American,"americanair that's good, i'd expect that but i can't get through on the phone to make any changes. can i change it online?",12936,0
neutral,0.6421,US Airways,['usairways perchance you should drive usairwaysfail'],19976,1
positive,1.0,American,['americanair no apologies require. i made information technology family safe thanks to you! kudos to aa!'],25101,2
neutral,1.0,Virgin America,['virginamerica ceo says southwest amp jetblue have strayed from miserable toll manikin.'],17740,1
positive,1.0,American,americanair flights have been on time late flightly though!,14226,2
positive,0.6705,United,united you have the nicest gate attendant at newark airport gate 101 right now. multiple delays and she is still pleasant with everyone.,3791,2
positive,1.0,Delta,['jetblue in the sky on trajectory 833 from bos to sfo. awe inspiring crowd! helene rocks!'],26746,2
neutral,1.0,US Airways,['usairways download jeokoo the american app for air travelers'],16955,1
negative,1.0,Southwest,southwestair disappointed in the faa regulation you have 2 furnish proof of age 4 toddler. thx for the unnecessary headache. flyunited,5136,0
positive,1.0,US Airways,['usairways shavon at customer service desk in charlotte follow howling! thus helpful and smiling evn after what sound corresponding long day. reward her'],22425,2
positive,0.6843,Delta,jetblue i love jet blue!,8198,2
negative,1.0,United,united contacted yesterday and was told that there's nothing they can do - they suggested i email for some compensation ??? cust service???,3397,0
negative,1.0,US Airways,"usairways worse experience. clt to dc. oversold by 20, lost carry on luggage.cancelled flightled connecting flight to nyc. flydelta",10081,0
negative,1.0,Delta,jetblue when it's 30 mins past scheduled time w no departure in sight a flight no longer qualifies as on time updateyourwebsite 489,7572,0
positive,0.6551,Delta,"[""jetblue thanks smashing recap. one wouldn ' deoxythymidine monophosphate have been able to catch some z's! iodin be nervous the bad guy was getting off.""]",24091,2
neutral,0.6632,United,united do you have an e-mail address i can write my account to? might be less likely to disappear,4116,1
negative,1.0,United,united - you delayed our departure by 2 hrs to wait for passengers from another flight that was late flight! unacceptable!!,2574,0
negative,1.0,United,united sitting on ual 683 - a comedy of errors. ual is incompetent,1513,0
positive,0.6598,Delta,"[""jetblue our fleet ' reciprocal ohm on fleek. jet blizzue in the hizouse.""]",26490,2
neutral,1.0,United,"['united set about information technology, look forward to hearing from you soon']",15143,1
neutral,0.7145,American,americanair i wrote down the evoucher number. i got rid of the voucher when i purchased air fair,13015,1
neutral,1.0,US Airways,"[""usairways it ' s 838. we get on and we make up waiting now to take bump off, hopefully.""]",19948,1
positive,0.6605,American,['americanair no apology necessary. it was malarky and i be on delta. xoxo'],27326,2
neutral,1.0,Delta,['jetblue stick with me pls?'],16371,1
neutral,0.3544,American,['americanair thank you for respond. .. my laptop computer is in my old bag and i postulate it for work. i constitute worried. the file code be utevgw.'],17244,1
positive,1.0,Delta,['jetblue incredible pr squad.'],21788,2
positive,1.0,Southwest,['southwestair produce help from a prissy lady on the phone in empire state of the south. thank you!'],25936,2
positive,1.0,Delta,"[""jetblue thank you for taking care of me with a drink since my in - flight entertainment wasn ' t working goodcustomerservice""]",26615,2
neutral,1.0,US Airways,usairways how do i add my tsa pre number to an existing reservation?,9087,1
neutral,1.0,United,['united what perform you have in head?'],15158,1
negative,0.6652,United,"united we are on two more flights today, let's hope the kit does not get the same treatment!!",2956,0
negative,1.0,US Airways,"usairways customer service is dead. last wk, flts delayed cancelled flighted. bags lost 4 days. last nt, flt delayed cancelled flighted. no meal voucher?",9517,0
neutral,1.0,United,united just submitted my response on the link you sent.,523,1
neutral,1.0,Delta,"jetblue okay so anything using contactless emv should work, just your internal testing and training is currently apple pay specific?",7283,1
negative,0.6344,Delta,"it's on me, jetblue! that's not what you said last night, though...",8634,0
neutral,1.0,American,americanair did the policy change? i've seen people with hamsters and rabbits before.,12608,1
negative,1.0,US Airways,"usairways not going as planned is an understatement. my flight was just changed again. if it weren't for a family emergency, i'd cancelled flight.",9020,0
negative,1.0,United,united have an employee at the gate 15min before boarding like u expect ur customers to. be a competent company like ur rivals,2362,0
positive,1.0,Delta,['jetblue beatriz and susan. gate 4 mco.'],26859,2
neutral,0.7026,United,united will you be issuing an exception policy for denver for this weekend?,2997,1
negative,1.0,United,united do we know why ua5282 is delayed x2 ? this is getting crazy. i've already had 2 overnight delays. unitedairlines,1182,0
positive,1.0,US Airways,['usairways thanks for the info!'],22347,2
negative,1.0,US Airways,usairways i'm sorry as well. it's been 24 hrs without my bag and i can't get a straight answers. i'm on call 6 for today.,11308,0
negative,1.0,United,united i booked and paid for a flight to get me to denver at a specific time for a meeting. you failed... it wasn't caused by weather,2877,0
neutral,1.0,Delta,['jetblue the unharmed planing machine. flight 561 from lga to pbi'],19422,1
negative,1.0,United,united do you guys have any working planes?,3961,0
negative,1.0,Delta,jetblue if i had made as many mistakes as you in as short a period of time. i would i have lost my job at this point!!!,6878,0
neutral,1.0,Southwest,['southwestair how about some sweet promo computer code to help maine chatter my syndicate! !! .. .. please! !! .. . lol'],18862,1
neutral,0.6831,Virgin America,virginamerica how come abc is the only one of the network channels you don't have?,477,1
neutral,1.0,United,['united my collaborator and single booked item by item reservations for same escape. i possess pr. silver - - can he portion my chancellor privileges someway?'],18255,1
neutral,1.0,United,['combine presently on understudy to lax then it be a ii hour drive to handle springs. long day starting at a snowy 3 30 am in philly.'],15366,1
positive,0.6626,Southwest,['southwestair. 50th anniversary on april tenth. still. sweethearts. associate. life. son. kinsfolk. love.'],21324,2
neutral,0.6873,American,['americanair flight get maine out of chicago.'],17370,1
neutral,1.0,American,['americanair super spring tide and tide of the century drawing holidaymaker to gallic and u. k coasts'],20382,1
positive,1.0,American,americanair awesome! thx,14202,2
positive,0.6942,Delta,['jetblue is awful. had a scant hold. they throw me 150 citation! it was literally pretty much my fault i missed the flight.'],21951,2
neutral,1.0,Virgin America,virginamerica shares up on 4q results - iol,274,1
neutral,0.6589,United,['united thanks again for your business. single will contact customer tending upon our paying back from australia.'],17803,1
positive,1.0,US Airways,['usairways that would be lovely! you have great people working in your organization.'],27174,2
positive,0.6497,United,['united dm sent. thanks.'],20942,2
positive,1.0,US Airways,usairways your clt baggage crew deserves a kudos. i had to run to make my connection. and my bags still made it! customerservice,9567,2
positive,1.0,Southwest,southwestair thx to customer service rep alex for his patient help in reflight booking problems a cancelled flighted flight and getting us where we have to be tmrw!,5060,2
positive,0.6909,American,['americanair thanks keep maine updated only hope i make either of my association to killeen tx'],24929,2
negative,1.0,US Airways,usairways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?,11384,0
neutral,1.0,Delta,jetblue i have the emails that they are on their way,8734,1
positive,1.0,Southwest,"[""southwestair that would be great. thank you! i ' ll send it ended when you abide by.""]",23895,2
positive,1.0,Southwest,"southwestair sw rocks, thanks for the reply and the follow. rebooked earlier flight!",5975,2
negative,0.6739,US Airways,"usairways it is the 2nd person when i called again to ask, could not catch her name, rejected the request",11433,0
neutral,1.0,American,['americanair please help us sire home base tomorrow! !! !!'],17602,1
positive,1.0,Delta,"[""jetblue also. parking brake going seats. 6 ' ii and that ' s a huge winnings.""]",24523,2
neutral,0.6703,Delta,"[""jetblue our fleet ' s on fleek. lmaoooo""]",19288,1
negative,1.0,Delta,jetblue 5hrs on tarmac yest b4 cancelled flight 12am.today 3 hr delay. why not send txt email re jfk closed amp saved all trip 2 sit airport again?,7496,0
negative,0.6591,Southwest,"southwestair have a flight from oakland to sna at 7 30, and i asked if i can take 5 30, even there are 5 empty sests. answer is no .",6097,0
negative,0.6619,United,united i ve filled out the form twice. no email. i have a lost item code. can you verify it was received?,3453,0
neutral,1.0,Virgin America,['virginamerica madbee95 see the website before you go to the airport!'],17710,1
negative,1.0,American,americanair rented van drove 250 miles with 6 strangers. arrived home 6 00am. no offers of help from aa.,14246,0
neutral,0.6392,Southwest,['southwestair when are you going to be aviate in and out of nashville? the deicer make up in. are you scant on planes and represent information technology tomorrow morning?'],16002,1
positive,1.0,Southwest,['southwestair i wanted to give thanks the great endeavour of jamie mckinnie in buf she is a true pro! during major delays she was own it! raise'],26039,2
neutral,1.0,Delta,['jetblue would a storage container like this dark green one make up acceptable to determine in with baggage? 18gal totes'],19190,1
positive,0.6621,Delta,"[""jetblue start include power takeoff in your getaway packages and one ' m all in""]",21906,2
positive,1.0,Virgin America,['virginamerica you sway for making it so i can keep an eye on oscars on my flight! ! redcarpet academy award oscars2015'],20594,2
neutral,1.0,Southwest,['southwestair i would.'],15751,1
positive,1.0,Virgin America,['virginamerica this is great tidings! america could begin flights to hawaii by terminal of year via pacificbiznews'],25222,2
neutral,0.6444,Southwest,"[""southwestair wouldn ' t it represent awesome for my first time fly to personify destinationdragons?!""]",18917,1
negative,1.0,American,americanair they will just say dumb things to beat around the bush ! if you're flight cancelled flightled be prepared for no compassion from them,11932,0
neutral,1.0,Delta,jetblue need to get my 3-yr-old to nassau from sea to meet her great-granny she was named after - who just turned 103. flyingitforward,6990,1
negative,1.0,US Airways,usairways no one answers your reservation phone line. i need to book travel with a companion certificate. how do i get through?!!!,10073,0
neutral,0.732,United,['united iodin hope so also'],14768,1
positive,1.0,US Airways,['usairways your team member at dca - tamara gas constant. live her figure was awesome. you should have more employee like her!'],22407,2
neutral,0.653,United,['united cancelled flighting. buy a ticket for a champion but cant get the quotation under my public figure'],15289,1
positive,0.6813,Southwest,['southwestair thanks to ella - mae at las counter for going above and beyond to help us receive back to abq after our flight of stairs was cancelled flightled!'],21214,2
negative,1.0,United,united there must be 100 people waiting in line for customer service at den to deal with flight cancelled flightations.,1781,0
neutral,0.6737,Delta,jetblue early last month via expedia-there's an extra middle name and initial attached to my last name,7452,1
negative,0.6713,United,united leigh_emery we don't like to hear this. is there anything we can help with? thanks. ey another empty offer for help.,2634,0
neutral,1.0,Virgin America,['virginamerica hold back come out new music'],17654,1
negative,1.0,Southwest,"southwestair couldn't make flight, funds forfeited as a no show!! was trying to book another flight using those funds, i'm out.",5679,0
neutral,0.6413,Southwest,"['southwestair snapchat, imessage, instagram. .. ...']",18990,1
positive,1.0,Southwest,['southwestair upwind bc of system outage. hopefully everything get smoothly now. thank you for keep abreast up'],25852,2
negative,1.0,Southwest,"southwestair your customer service is terrible, you're terrible, thought you should know.",6503,0
negative,1.0,United,united well the bar is set low! you guys are really good at the apology game! what will change? when will u guys learn?,803,0
positive,1.0,Delta,['jetblue scream you guy answer masses wow you care i love reverse lightning blue'],26824,2
negative,1.0,Virgin America,"virginamerica lost my luggage 4 days ago on flight vx 112 from lax to iad amp i'm calling every day, no response.please give me back my stuff",303,0
positive,1.0,US Airways,['usairways i appreciate your quick reply.'],27096,2
negative,0.6611,Southwest,"southwestair 1687 mdw-san. like most flights, if i'm watching free tv it works but won't hardly access any websites - including your own.",4758,0
neutral,1.0,Southwest,['southwestair be flights travel into dallas this morning? thanks'],15526,1
negative,0.5014,American,americanair that doesn't really answer my question. maybe if i provide more details you can give me clarification...,12070,0
neutral,0.6578,US Airways,"[""usairways i infer that, and when i ' m attempt to modify the information so they represent identical, it tells maine to name a""]",19963,1
positive,1.0,United,['united astonishing cordial reception and kindliness from anthony lastella. great staff def flying united once more.'],23187,2
positive,1.0,American,"americanair sure, thank you!",13057,2
positive,1.0,Southwest,['southwestair thank you give thanks you thank you'],26313,2
negative,1.0,US Airways,usairways this is ridiculous at clt and we missed our connecting flight because of a chuckhole on runway?? shameful 1 1,10534,0
positive,1.0,American,"[""americanair thanks for the quick reply - information technology ' s appreciate!""]",22624,2
positive,0.6593,Delta,jetblue kudos to jetblue social media team for jumping in an helping me out during the last snow storm while web site was down..thanks!!,7819,2
neutral,1.0,US Airways,['usairways how do i reserve my seat on the aa flight i transfer to from ord to evv?'],16950,1
positive,0.6667,Southwest,['southwestair yes please'],23646,2
positive,1.0,Southwest,['southwestair fortunemagazine dearest sw forever'],21569,2
negative,1.0,Southwest,"southwestair thanks for the terrible service! stranded in mdw for 2 days, amp now can't find confirmation for rebooked flight from mke.",5011,0
positive,0.7141,United,"[""joined every united flight between saipan and gu exist an risky venture! you never know when capeair ' s previous plane testament be operational""]",25382,2
negative,1.0,Delta,jetblue didn't work. fly-fi plus couldn't access abc app. so i spent 19 and still missed oscars. disappointed,7264,0
neutral,1.0,United,['united butt you help pine tree state take from iah to sfo early tonight?'],14885,1
negative,1.0,American,americanair 77min still on hold to chg award travel sorrynotsorry,12953,0
neutral,1.0,American,"[""americanair what ' s the best number to use?""]",17384,1
negative,1.0,Southwest,southwestair poor performance all around! paid for express checkin weeks ago and can't even leverage it bullshit,4333,0
neutral,1.0,US Airways,"[""usairways through, can you reassert that single haven ' t cost charged?""]",17119,1
negative,0.6923,Southwest,southwestair you won't let me change my reservation online so now i'm just wasting my time.,5291,0
neutral,0.6632,Delta,['jetblue airways receives new coverage from analysts at money box of america jblu - the legacy'],19670,1
positive,1.0,Virgin America,"[""virginamerica just now advance the product is all, had a trouble with sou' west and recommend noneother than the good!""]",20653,2
